order_item_id,order_id,item_id,quantity,unit_price,discount_amount
5045158,1018469,30,1,3.29,0.00
5045159,1018470,5,1,13.49,0.00
5045160,1018471,4,1,14.99,5.00
5045161,1018471,8,2,12.49,0.00
5045162,1018472,17,1,12.49,0.00
5045163,1018472,20,3,4.49,0.00
5045164,1018473,7,1,11.99,0.00
5045165,1018473,28,1,3.49,0.00
5045166,1018474,17,1,12.49,0.00
5045167,1018474,30,2,3.29,0.00
5045168,1018474,35,1,2.99,0.00
5045169,1018474,20,1,4.49,0.00
5045170,1018475,4,1,14.99,0.00
5045171,1018475,18,1,5.49,0.00
5045172,1018475,17,2,12.49,0.00
5045173,1018475,26,1,2.49,0.00
5045174,1018475,20,2,4.49,0.00
5045175,1018475,22,-1,4.49,0.00
5045176,1018476,9,1,13.99,0.00
5045177,1018476,27,1,2.49,0.00
5045178,1018477,12,1,18.99,5.00
5045179,1018477,30,1,3.29,0.00
5045180,1018477,34,1,4.49,0.00
5045181,1018478,14,1,10.49,0.00
5045182,1018479,13,1,9.99,0.00
5045183,1018479,32,1,4.99,0.00
5045184,1018479,17,-1,12.49,0.00
5045185,1018480,17,1,12.49,0.00
5045186,1018480,26,1,2.49,0.00
5045187,1018480,33,1,5.49,0.00
5045188,1018481,12,1,18.99,5.00
5045189,1018481,24,1,3.49,0.00
5045190,1018481,29,0,3.49,0.00
5045191,1018482,17,1,12.49,0.00
5045192,1018482,20,1,4.49,0.00
5045193,1018483,4,1,14.99,5.00
5045194,1018483,29,1,3.49,0.00
5045195,1018483,19,0,3.99,0.00
5045196,1018483,14,1,10.49,0.00
5045197,1018483,33,2,5.49,0.00
5045198,1018484,17,1,12.49,0.00
5045199,1018484,21,1,3.99,0.00
5045200,1018484,27,1,2.49,0.00
5045201,1018485,4,1,14.99,5.00
5045202,1018485,18,2,5.49,0.00
5045203,1018485,28,1,3.49,0.00
5045204,1018485,21,1,3.99,0.00
5045205,1018486,5,1,13.49,0.00
5045206,1018486,28,1,3.49,0.00
5045207,1018487,17,1,12.49,2.50
5045208,1018487,26,1,2.49,0.00
5045209,1018487,22,1,4.49,0.00
5045210,1018487,20,1,4.49,0.00
5045211,1018488,4,1,14.99,5.00
5045212,1018488,18,1,5.49,0.00
5045213,1018489,6,1,12.99,0.00
5045214,1018490,17,1,12.49,0.00
5045215,1018490,27,1,2.49,0.00
5045216,1018490,29,1,3.49,0.00
5045217,1018490,20,4,4.49,0.00
5045218,1018490,21,1,3.99,0.00
5045219,1018491,10,1,10.99,0.00
5045220,1018492,9,2,13.99,0.00
5045221,1018493,8,3,12.49,0.00
5045222,1018493,22,1,4.49,0.00
5045223,1018493,28,1,3.49,0.00
5045224,1018494,4,1,14.99,5.00
5045225,1018494,18,3,5.49,0.00
5045226,1018495,4,1,14.99,0.00
5045227,1018495,18,0,5.49,0.00
5045228,1018495,20,1,4.49,0.00
5045229,1018496,17,1,12.49,2.50
5045230,1018497,17,1,12.49,0.00
5045231,1018497,27,1,2.49,0.00
5045232,1018497,22,1,4.49,0.00
5045233,1018498,11,1,13.49,0.00
5045234,1018498,17,1,12.49,0.00
5045235,1018498,29,2,3.49,0.00
5045236,1018499,14,3,10.49,0.00
5045237,1018499,25,1,6.49,0.00
5045238,1018500,15,1,10.99,0.00
5045239,1018500,24,1,3.49,0.00
5045240,1018501,6,1,12.99,0.00
5045241,1018502,17,1,12.49,2.50
5045242,1018503,4,1,14.99,5.00
5045243,1018503,21,1,3.99,0.00
5045244,1018503,19,1,3.99,0.00
5045245,1018504,17,1,12.49,0.00
5045246,1018505,4,1,14.99,0.00
5045247,1018505,30,1,3.29,0.00
5045248,1018506,17,1,12.49,2.50
5045249,1018506,19,2,3.99,0.00
5045250,1018507,4,1,14.99,5.00
5045251,1018507,24,1,3.49,0.00
5045252,1018507,18,1,5.49,0.00
5045253,1018507,27,1,2.49,0.00
5045254,1018507,22,1,4.49,0.00
5045255,1018507,30,1,3.29,0.00
5045256,1018508,6,1,12.99,0.00
5045257,1018508,34,1,4.49,0.00
5045258,1018508,20,1,4.49,0.00
5045259,1018509,1,2,11.49,0.00
5045260,1018509,22,2,4.49,0.00
5045261,1018510,17,2,12.49,0.00
5045262,1018510,21,1,3.99,0.00
5045263,1018511,5,1,13.49,0.00
5045264,1018511,25,1,6.49,0.00
5045265,1018511,20,1,4.49,0.00
5045266,1018511,30,1,3.29,0.00
5045267,1018512,17,1,12.49,2.50
5045268,1018512,23,1,3.99,0.00
5045269,1018512,22,2,4.49,0.00
5045270,1018512,21,2,3.99,0.00
5045271,1018513,7,1,11.99,0.00
5045272,1018514,4,1,14.99,5.00
5045273,1018514,20,1,4.49,0.00
5045274,1018514,26,1,2.49,0.00
5045275,1018515,14,1,10.49,0.00
5045276,1018515,34,1,4.49,0.00
5045277,1018516,2,1,11.99,0.00
5045278,1018516,27,1,2.49,0.00
5045279,1018516,25,1,6.49,0.00
5045280,1018517,8,1,12.49,0.00
5045281,1018517,17,2,12.49,0.00
5045282,1018518,4,1,14.99,5.00
5045283,1018518,7,2,11.99,0.00
5045284,1018519,7,1,11.99,0.00
5045285,1018519,22,1,4.49,0.00
5045286,1018519,18,1,5.49,0.00
5045287,1018519,27,1,2.49,0.00
5045288,1018520,4,1,14.99,5.00
5045289,1018520,24,1,3.49,0.00
5045290,1018521,6,1,12.99,0.00
5045291,1018522,8,1,12.49,0.00
5045292,1018522,34,1,4.49,0.00
5045293,1018522,21,1,3.99,0.00
5045294,1018523,5,1,13.49,0.00
5045295,1018523,30,1,3.29,0.00
5045296,1018523,22,1,4.49,0.00
5045297,1018524,6,1,12.99,0.00
5045298,1018524,22,1,4.49,0.00
5045299,1018524,24,2,3.49,0.00
5045300,1018524,32,1,4.99,0.00
5045301,1018524,27,1,2.49,0.00
5045302,1018525,4,1,14.99,5.00
5045303,1018525,32,1,4.99,0.00
5045304,1018526,11,1,13.49,0.00
5045305,1018526,21,1,3.99,0.00
5045306,1018527,15,1,10.99,0.00
5045307,1018527,27,1,2.49,0.00
5045308,1018528,9,1,13.99,0.00
5045309,1018528,27,1,2.49,0.00
5045310,1018529,4,1,14.99,5.00
5045311,1018529,1,1,11.49,0.00
5045312,1018530,11,1,13.49,0.00
5045313,1018531,7,1,11.99,0.00
5045314,1018532,8,1,12.49,0.00
5045315,1018532,20,1,4.49,0.00
5045316,1018533,12,2,18.99,0.00
5045317,1018533,20,1,4.49,0.00
5045318,1018533,18,2,5.49,0.00
5045319,1018534,17,2,12.49,5.00
5045320,1018534,26,1,2.49,0.00
5045321,1018535,5,1,13.49,0.00
5045322,1018535,33,1,5.49,0.00
5045323,1018536,17,1,12.49,0.00
5045324,1018536,11,2,13.49,0.00
5045325,1018536,24,1,3.49,0.00
5045326,1018536,25,1,6.49,0.00
5045327,1018537,2,1,11.99,0.00
5045328,1018538,13,2,9.99,0.00
5045329,1018538,21,1,3.99,0.00
5045330,1018539,1,1,11.49,0.00
5045331,1018539,27,1,2.49,0.00
5045332,1018539,19,1,3.99,0.00
5045333,1018540,16,1,10.49,0.00
5045334,1018541,17,1,12.49,2.50
5045335,1018542,1,1,11.49,0.00
5045336,1018542,28,2,3.49,0.00
5045337,1018543,15,1,10.99,0.00
5045338,1018543,18,1,5.49,0.00
5045339,1018543,19,2,3.99,0.00
5045340,1018544,3,1,10.49,0.00
5045341,1018544,30,1,3.29,0.00
5045342,1018545,17,1,12.49,2.50
5045343,1018546,4,1,14.99,5.00
5045344,1018546,27,1,2.49,0.00
5045345,1018547,6,1,12.99,0.00
5045346,1018547,33,1,5.49,0.00
5045347,1018547,32,1,4.99,0.00
5045348,1018547,21,2,3.99,0.00
5045349,1018547,28,1,3.49,0.00
5045350,1018547,34,1,4.49,0.00
5045351,1018548,12,2,18.99,5.00
5045352,1018549,3,1,10.49,0.00
5045353,1018550,14,1,10.49,0.00
5045354,1018550,29,1,3.49,0.00
5045355,1018550,28,1,3.49,0.00
5045356,1018550,30,1,3.29,0.00
5045357,1018551,10,1,10.99,0.00
5045358,1018551,30,1,3.29,0.00
5045359,1018551,18,1,5.49,0.00
5045360,1018552,12,2,18.99,5.00
5045361,1018552,20,1,4.49,0.00
5045362,1018552,31,1,3.49,0.00
5045363,1018552,7,1,11.99,0.00
5045364,1018553,5,1,13.49,0.00
5045365,1018553,23,1,3.99,0.00
5045366,1018554,14,2,10.49,0.00
5045367,1018554,35,1,2.99,0.00
5045368,1018555,3,1,10.49,0.00
5045369,1018556,15,1,10.99,0.00
5045370,1018556,34,1,4.49,0.00
5045371,1018556,20,1,4.49,0.00
5045372,1018557,1,1,11.49,0.00
5045373,1018557,25,1,6.49,0.00
5045374,1018558,3,1,10.49,0.00
5045375,1018559,17,2,12.49,0.00
5045376,1018559,23,1,3.99,0.00
5045377,1018559,28,1,3.49,0.00
5045378,1018560,7,1,11.99,0.00
5045379,1018560,26,1,2.49,0.00
5045380,1018560,32,1,4.99,0.00
5045381,1018561,13,1,9.99,0.00
5045382,1018561,33,1,5.49,0.00
5045383,1018561,25,2,6.49,0.00
5045384,1018561,29,1,3.49,0.00
5045385,1018562,12,2,18.99,5.00
5045386,1018562,25,1,6.49,0.00
5045387,1018563,12,1,18.99,5.00
5045388,1018563,21,1,3.99,0.00
5045389,1018563,18,2,5.49,0.00
5045390,1018563,35,1,2.99,0.00
5045391,1018563,27,1,2.49,0.00
5045392,1018564,2,1,11.99,0.00
5045393,1018565,17,2,12.49,5.00
5045394,1018565,28,2,3.49,0.00
5045395,1018566,9,2,13.99,0.00
5045396,1018566,25,-1,6.49,0.00
5045397,1018567,10,1,10.99,0.00
5045398,1018568,6,1,12.99,0.00
5045399,1018568,17,1,12.49,0.00
5045400,1018569,17,1,12.49,0.00
5045401,1018569,19,1,3.99,0.00
5045402,1018569,26,1,2.49,0.00
5045403,1018569,18,1,5.49,0.00
5045404,1018570,3,1,10.49,0.00
5045405,1018570,33,1,5.49,0.00
5045406,1018570,28,1,3.49,0.00
5045407,1018570,5,1,13.49,0.00
5045408,1018571,17,1,12.49,0.00
5045409,1018571,28,1,3.49,0.00
5045410,1018571,14,1,10.49,0.00
5045411,1018571,26,1,2.49,0.00
5045412,1018572,17,2,12.49,5.00
5045413,1018573,4,1,14.99,0.00
5045414,1018573,20,1,4.49,0.00
5045415,1018573,21,1,3.99,0.00
5045416,1018573,30,1,3.29,0.00
5045417,1018574,7,1,11.99,0.00
5045418,1018574,21,1,3.99,0.00
5045419,1018575,17,1,12.49,0.00
5045420,1018575,26,4,2.49,0.00
5045421,1018575,25,1,6.49,0.00
5045422,1018575,28,1,3.49,0.00
5045423,1018575,19,1,3.99,0.00
5045424,1018576,17,1,12.49,0.00
5045425,1018576,2,1,11.99,0.00
5045426,1018577,17,1,12.49,0.00
5045427,1018577,32,1,4.99,0.00
5045428,1018577,19,1,3.99,0.00
5045429,1018577,26,3,2.49,0.00
5045430,1018578,4,1,14.99,5.00
5045431,1018578,18,1,5.49,0.00
5045432,1018578,32,1,4.99,0.00
5045433,1018579,12,1,18.99,5.00
5045434,1018579,21,1,3.99,0.00
5045435,1018579,29,1,3.49,0.00
5045436,1018580,17,2,12.49,0.00
5045437,1018580,21,1,3.99,0.00
5045438,1018580,26,1,2.49,0.00
5045439,1018580,22,1,4.49,0.00
5045440,1018580,30,1,3.29,0.00
5045441,1018581,17,1,12.49,0.00
5045442,1018581,25,1,6.49,0.00
5045443,1018581,27,1,2.49,0.00
5045444,1018581,26,1,2.49,0.00
5045445,1018582,13,1,9.99,0.00
5045446,1018582,20,1,4.49,0.00
5045447,1018582,11,1,13.49,0.00
5045448,1018583,17,1,12.49,0.00
5045449,1018583,18,1,5.49,0.00
5045450,1018583,27,1,2.49,0.00
5045451,1018584,12,1,18.99,5.00
5045452,1018584,33,1,5.49,0.00
5045453,1018585,6,1,12.99,0.00
5045454,1018585,31,1,3.49,0.00
5045455,1018585,22,1,4.49,0.00
5045456,1018585,28,1,3.49,0.00
5045457,1018586,4,1,14.99,5.00
5045458,1018586,18,1,5.49,0.00
5045459,1018587,17,1,12.49,0.00
5045460,1018587,26,1,2.49,0.00
5045461,1018587,32,1,4.99,0.00
5045462,1018588,7,1,11.99,0.00
5045463,1018589,7,1,11.99,0.00
5045464,1018589,12,1,18.99,0.00
5045465,1018589,26,1,2.49,0.00
5045466,1018590,17,1,12.49,0.00
5045467,1018590,30,1,3.29,0.00
5045468,1018590,21,1,3.99,0.00
5045469,1018590,25,-1,6.49,0.00
5045470,1018591,6,1,12.99,0.00
5045471,1018591,29,1,3.49,0.00
5045472,1018592,17,1,12.49,0.00
5045473,1018592,26,1,2.49,0.00
5045474,1018592,16,1,10.49,0.00
5045475,1018592,20,1,4.49,0.00
5045476,1018592,12,1,18.99,5.00
5045477,1018593,17,1,12.49,0.00
5045478,1018593,4,1,14.99,5.00
5045479,1018593,32,1,4.99,0.00
5045480,1018594,12,1,18.99,5.00
5045481,1018594,21,1,3.99,0.00
5045482,1018595,17,1,12.49,0.00
5045483,1018595,27,2,2.49,0.00
5045484,1018596,9,1,13.99,0.00
5045485,1018597,17,1,12.49,2.50
5045486,1018597,12,1,18.99,0.00
5045487,1018598,7,1,11.99,0.00
5045488,1018598,23,1,3.99,0.00
5045489,1018598,26,1,2.49,0.00
5045490,1018599,12,1,18.99,0.00
5045491,1018600,17,1,12.49,0.00
5045492,1018600,28,1,3.49,0.00
5045493,1018601,11,1,13.49,0.00
5045494,1018602,12,1,18.99,0.00
5045495,1018602,31,1,3.49,0.00
5045496,1018602,32,1,4.99,0.00
5045497,1018602,26,1,2.49,0.00
5045498,1018603,5,1,13.49,0.00
5045499,1018603,25,1,6.49,0.00
5045500,1018603,28,1,3.49,0.00
5045501,1018604,1,1,11.49,0.00
5045502,1018604,11,2,13.49,0.00
5045503,1018605,17,1,12.49,0.00
5045504,1018605,23,2,3.99,0.00
5045505,1018605,18,1,5.49,0.00
5045506,1018606,13,1,9.99,0.00
5045507,1018607,12,1,18.99,5.00
5045508,1018608,12,2,18.99,5.00
5045509,1018608,20,1,4.49,0.00
5045510,1018608,18,1,5.49,0.00
5045511,1018609,8,1,12.49,0.00
5045512,1018609,27,1,2.49,0.00
5045513,1018610,17,1,12.49,0.00
5045514,1018610,32,1,4.99,0.00
5045515,1018611,6,1,12.99,0.00
5045516,1018611,34,1,4.49,0.00
5045517,1018612,8,1,12.49,0.00
5045518,1018612,19,1,3.99,0.00
5045519,1018612,20,1,4.49,0.00
5045520,1018612,26,1,2.49,0.00
5045521,1018613,12,1,18.99,5.00
5045522,1018614,17,2,12.49,5.00
5045523,1018615,9,2,13.99,0.00
5045524,1018615,27,2,2.49,0.00
5045525,1018615,18,1,5.49,0.00
5045526,1018616,5,1,13.49,0.00
5045527,1018617,12,1,18.99,5.00
5045528,1018618,12,1,18.99,5.00
5045529,1018618,28,1,3.49,0.00
5045530,1018619,1,1,11.49,0.00
5045531,1018620,17,1,12.49,2.50
5045532,1018621,11,2,13.49,0.00
5045533,1018621,29,1,3.49,0.00
5045534,1018622,4,1,14.99,0.00
5045535,1018622,20,1,4.49,0.00
5045536,1018623,5,1,13.49,0.00
5045537,1018623,22,2,4.49,0.00
5045538,1018624,5,1,13.49,0.00
5045539,1018625,2,1,11.99,0.00
5045540,1018625,21,1,3.99,0.00
5045541,1018625,25,1,6.49,0.00
5045542,1018626,4,2,14.99,5.00
5045543,1018626,20,1,4.49,0.00
5045544,1018626,30,1,3.29,0.00
5045545,1018627,17,1,12.49,0.00
5045546,1018627,35,1,2.99,0.00
5045547,1018627,24,1,3.49,0.00
5045548,1018628,17,1,12.49,0.00
5045549,1018629,6,-1,12.99,0.00
5045550,1018629,35,1,2.99,0.00
5045551,1018630,17,2,12.49,0.00
5045552,1018631,4,1,14.99,5.00
5045553,1018631,22,2,4.49,0.00
5045554,1018632,14,1,10.49,0.00
5045555,1018632,34,1,4.49,0.00
5045556,1018632,24,1,3.49,0.00
5045557,1018633,17,1,12.49,0.00
5045558,1018633,21,1,3.99,0.00
5045559,1018633,19,1,3.99,0.00
5045560,1018633,28,1,3.49,0.00
5045561,1018634,17,1,12.49,2.50
5045562,1018634,21,1,3.99,0.00
5045563,1018635,3,2,10.49,0.00
5045564,1018635,24,1,3.49,0.00
5045565,1018635,28,3,3.49,0.00
5045566,1018635,26,1,2.49,0.00
5045567,1018636,4,2,14.99,5.00
5045568,1018636,20,1,4.49,0.00
5045569,1018636,29,1,3.49,0.00
5045570,1018637,17,1,12.49,2.50
5045571,1018637,21,1,3.99,0.00
5045572,1018638,12,1,18.99,5.00
5045573,1018638,26,2,2.49,0.00
5045574,1018638,21,2,3.99,0.00
5045575,1018638,34,1,4.49,0.00
5045576,1018638,33,1,5.49,0.00
5045577,1018638,18,1,5.49,0.00
5045578,1018639,5,1,13.49,0.00
5045579,1018639,30,-1,3.29,0.00
5045580,1018639,18,3,5.49,0.00
5045581,1018639,24,1,3.49,0.00
5045582,1018640,12,1,18.99,5.00
5045583,1018640,23,1,3.99,0.00
5045584,1018641,1,1,11.49,0.00
5045585,1018641,27,1,2.49,0.00
5045586,1018641,4,3,14.99,5.00
5045587,1018642,12,1,18.99,5.00
5045588,1018642,18,3,5.49,0.00
5045589,1018643,5,1,13.49,0.00
5045590,1018643,29,1,3.49,0.00
5045591,1018643,20,1,4.49,0.00
5045592,1018643,22,2,4.49,0.00
5045593,1018644,12,1,18.99,5.00
5045594,1018644,28,1,3.49,0.00
5045595,1018645,2,1,11.99,0.00
5045596,1018645,26,1,2.49,0.00
5045597,1018645,25,1,6.49,0.00
5045598,1018646,17,1,12.49,0.00
5045599,1018647,4,1,14.99,0.00
5045600,1018647,20,2,4.49,0.00
5045601,1018647,35,1,2.99,0.00
5045602,1018648,14,3,10.49,0.00
5045603,1018648,18,1,5.49,0.00
5045604,1018648,21,1,3.99,0.00
5045605,1018648,17,1,12.49,2.50
5045606,1018648,25,2,6.49,0.00
5045607,1018648,2,1,11.99,0.00
5045608,1018649,9,1,13.99,0.00
5045609,1018649,26,1,2.49,0.00
5045610,1018650,13,1,9.99,0.00
5045611,1018650,20,1,4.49,0.00
5045612,1018651,4,1,14.99,0.00
5045613,1018651,21,1,3.99,0.00
5045614,1018652,7,1,11.99,0.00
5045615,1018652,20,1,4.49,0.00
5045616,1018652,24,2,3.49,0.00
5045617,1018653,16,1,10.49,0.00
5045618,1018653,3,1,10.49,0.00
5045619,1018654,12,1,18.99,0.00
5045620,1018654,1,1,11.49,0.00
5045621,1018654,17,1,12.49,0.00
5045622,1018654,32,1,4.99,0.00
5045623,1018654,23,2,3.99,0.00
5045624,1018655,10,1,10.99,0.00
5045625,1018655,25,2,6.49,0.00
5045626,1018656,1,1,11.49,0.00
5045627,1018656,27,1,2.49,0.00
5045628,1018657,2,1,11.99,0.00
5045629,1018658,11,1,13.49,0.00
5045630,1018658,27,1,2.49,0.00
5045631,1018658,22,1,4.49,0.00
5045632,1018658,26,1,2.49,0.00
5045633,1018659,4,1,14.99,5.00
5045634,1018659,27,2,2.49,0.00
5045635,1018659,21,1,3.99,0.00
5045636,1018659,17,1,12.49,0.00
5045637,1018660,7,1,11.99,0.00
5045638,1018660,26,1,2.49,0.00
5045639,1018660,34,1,4.49,0.00
5045640,1018661,7,1,11.99,0.00
5045641,1018661,18,1,5.49,0.00
5045642,1018661,30,2,3.29,0.00
5045643,1018662,4,1,14.99,5.00
5045644,1018662,18,1,5.49,0.00
5045645,1018663,7,1,11.99,0.00
5045646,1018663,32,1,4.99,0.00
5045647,1018664,17,1,12.49,0.00
5045648,1018665,2,1,11.99,0.00
5045649,1018665,30,1,3.29,0.00
5045650,1018666,17,1,12.49,0.00
5045651,1018667,14,1,10.49,0.00
5045652,1018667,19,1,3.99,0.00
5045653,1018667,29,2,3.49,0.00
5045654,1018667,27,1,2.49,0.00
5045655,1018668,17,1,12.49,0.00
5045656,1018669,17,1,12.49,2.50
5045657,1018669,20,1,4.49,0.00
5045658,1018670,8,1,12.49,0.00
5045659,1018670,23,1,3.99,0.00
5045660,1018670,34,1,4.49,0.00
5045661,1018671,12,1,18.99,5.00
5045662,1018671,27,1,2.49,0.00
5045663,1018672,5,1,13.49,0.00
5045664,1018672,29,1,3.49,0.00
5045665,1018672,23,2,3.99,0.00
5045666,1018672,18,3,5.49,0.00
5045667,1018672,28,1,3.49,0.00
5045668,1018673,5,1,13.49,0.00
5045669,1018673,25,1,6.49,0.00
5045670,1018674,12,1,18.99,5.00
5045671,1018674,19,1,3.99,0.00
5045672,1018674,17,1,12.49,0.00
5045673,1018674,35,1,2.99,0.00
5045674,1018675,11,1,13.49,0.00
5045675,1018675,29,1,3.49,0.00
5045676,1018675,30,1,3.29,0.00
5045677,1018676,17,1,12.49,2.50
5045678,1018676,26,1,2.49,0.00
5045679,1018677,11,1,13.49,0.00
5045680,1018677,27,1,2.49,0.00
5045681,1018678,5,1,13.49,0.00
5045682,1018678,19,1,3.99,0.00
5045683,1018678,24,1,3.49,0.00
5045684,1018678,26,1,2.49,0.00
5045685,1018679,17,1,12.49,0.00
5045686,1018679,29,1,3.49,0.00
5045687,1018679,22,1,4.49,0.00
5045688,1018679,32,3,4.99,0.00
5045689,1018680,4,2,14.99,0.00
5045690,1018680,30,1,3.29,0.00
5045691,1018681,15,1,10.99,0.00
5045692,1018681,29,1,3.49,0.00
5045693,1018681,25,1,6.49,0.00
5045694,1018682,6,1,12.99,0.00
5045695,1018683,12,1,18.99,5.00
5045696,1018683,23,1,3.99,0.00
5045697,1018684,9,1,13.99,0.00
5045698,1018684,5,1,13.49,0.00
5045699,1018685,7,1,11.99,0.00
5045700,1018685,26,1,2.49,0.00
5045701,1018685,18,1,5.49,0.00
5045702,1018685,25,1,6.49,0.00
5045703,1018685,16,1,10.49,0.00
5045704,1018686,2,1,11.99,0.00
5045705,1018687,17,2,12.49,0.00
5045706,1018687,25,3,6.49,0.00
5045707,1018687,9,1,13.99,0.00
5045708,1018688,4,1,14.99,0.00
5045709,1018689,17,1,12.49,2.50
5045710,1018689,28,1,3.49,0.00
5045711,1018689,18,1,5.49,0.00
5045712,1018690,6,1,12.99,0.00
5045713,1018690,26,1,2.49,0.00
5045714,1018690,29,1,3.49,0.00
5045715,1018691,12,1,18.99,5.00
5045716,1018691,34,2,4.49,0.00
5045717,1018691,25,1,6.49,0.00
5045718,1018692,4,1,14.99,0.00
5045719,1018692,19,2,3.99,0.00
5045720,1018692,27,1,2.49,0.00
5045721,1018693,10,1,10.99,0.00
5045722,1018693,25,2,6.49,0.00
5045723,1018693,31,3,3.49,0.00
5045724,1018693,18,1,5.49,0.00
5045725,1018693,24,1,3.49,0.00
5045726,1018694,15,1,10.99,0.00
5045727,1018695,8,2,12.49,0.00
5045728,1018696,6,1,12.99,0.00
5045729,1018696,26,1,2.49,0.00
5045730,1018697,17,1,12.49,2.50
5045731,1018697,24,1,3.49,0.00
5045732,1018697,26,1,2.49,0.00
5045733,1018698,17,1,12.49,0.00
5045734,1018698,26,1,2.49,0.00
5045735,1018698,27,1,2.49,0.00
5045736,1018698,22,1,4.49,0.00
5045737,1018699,3,1,10.49,0.00
5045738,1018700,12,1,18.99,0.00
5045739,1018700,28,3,3.49,0.00
5045740,1018700,21,2,3.99,0.00
5045741,1018700,27,2,2.49,0.00
5045742,1018701,7,1,11.99,0.00
5045743,1018702,5,1,13.49,0.00
5045744,1018702,28,1,3.49,0.00
5045745,1018702,25,1,6.49,0.00
5045746,1018703,17,2,12.49,5.00
5045747,1018703,28,1,3.49,0.00
5045748,1018703,18,1,5.49,0.00
5045749,1018704,16,1,10.49,0.00
5045750,1018704,7,1,11.99,0.00
5045751,1018705,3,1,10.49,0.00
5045752,1018706,2,1,11.99,0.00
5045753,1018706,32,1,4.99,0.00
5045754,1018706,15,1,10.99,0.00
5045755,1018706,28,1,3.49,0.00
5045756,1018706,4,1,14.99,0.00
5045757,1018707,10,1,10.99,0.00
5045758,1018707,28,1,3.49,0.00
5045759,1018707,26,1,2.49,0.00
5045760,1018707,22,1,4.49,0.00
5045761,1018708,7,1,11.99,0.00
5045762,1018709,5,1,13.49,0.00
5045763,1018709,10,1,10.99,0.00
5045764,1018709,20,1,4.49,0.00
5045765,1018710,3,1,10.49,0.00
5045766,1018710,28,1,3.49,0.00
5045767,1018711,5,3,13.49,0.00
5045768,1018711,18,3,5.49,0.00
5045769,1018711,29,1,3.49,0.00
5045770,1018712,9,1,13.99,0.00
5045771,1018712,20,3,4.49,0.00
5045772,1018712,26,2,2.49,0.00
5045773,1018712,14,3,10.49,0.00
5045774,1018713,11,1,13.49,0.00
5045775,1018714,4,1,14.99,0.00
5045776,1018714,26,1,2.49,0.00
5045777,1018714,21,1,3.99,0.00
5045778,1018715,1,1,11.49,0.00
5045779,1018715,34,1,4.49,0.00
5045780,1018715,26,1,2.49,0.00
5045781,1018715,31,1,3.49,0.00
5045782,1018716,17,2,12.49,0.00
5045783,1018716,28,2,3.49,0.00
5045784,1018716,31,1,3.49,0.00
5045785,1018717,14,1,10.49,0.00
5045786,1018717,22,1,4.49,0.00
5045787,1018718,14,1,10.49,0.00
5045788,1018719,14,1,10.49,0.00
5045789,1018719,30,2,3.29,0.00
5045790,1018719,27,1,2.49,0.00
5045791,1018720,6,1,12.99,0.00
5045792,1018720,30,1,3.29,0.00
5045793,1018721,17,3,12.49,7.49
5045794,1018721,27,1,2.49,0.00
5045795,1018721,10,1,10.99,0.00
