order_item_id,order_id,item_id,quantity,unit_price,discount_amount
5059379,1024359,21,3,3.99,0.00
5059380,1024359,27,1,2.49,0.00
5059381,1024360,17,1,12.49,0.00
5059382,1024360,22,1,4.49,0.00
5059383,1024360,32,1,4.99,0.00
5059384,1024361,13,1,9.99,0.00
5059385,1024361,20,1,4.49,0.00
5059386,1024362,1,1,11.49,0.00
5059387,1024362,31,1,3.49,0.00
5059388,1024362,17,1,12.49,0.00
5059389,1024363,17,1,12.49,0.00
5059390,1024364,17,1,12.49,0.00
5059391,1024365,17,1,12.49,0.00
5059392,1024365,18,2,5.49,0.00
5059393,1024365,27,1,2.49,0.00
5059394,1024366,4,1,14.99,0.00
5059395,1024367,1,1,11.49,0.00
5059396,1024367,23,1,3.99,0.00
5059397,1024367,30,1,3.29,0.00
5059398,1024368,17,2,12.49,0.00
5059399,1024368,26,1,2.49,0.00
5059400,1024369,5,1,13.49,0.00
5059401,1024369,26,1,2.49,0.00
5059402,1024370,8,1,12.49,0.00
5059403,1024370,18,1,5.49,0.00
5059404,1024371,17,1,12.49,1.87
5059405,1024372,17,1,12.49,0.00
5059406,1024372,20,1,4.49,0.00
5059407,1024372,32,1,4.99,0.00
5059408,1024372,27,1,2.49,0.00
5059409,1024373,6,1,12.99,0.00
5059410,1024373,29,2,3.49,0.00
5059411,1024373,23,2,3.99,0.00
5059412,1024373,8,2,12.49,0.00
5059413,1024374,7,2,11.99,0.00
5059414,1024375,16,1,10.49,0.00
5059415,1024375,32,1,4.99,0.00
5059416,1024376,16,1,10.49,0.00
5059417,1024376,19,1,3.99,0.00
5059418,1024376,33,1,5.49,0.00
5059419,1024377,2,1,11.99,0.00
5059420,1024377,33,1,5.49,0.00
5059421,1024378,17,1,12.49,0.00
5059422,1024378,27,1,2.49,0.00
5059423,1024379,15,1,10.99,0.00
5059424,1024379,21,2,3.99,0.00
5059425,1024379,25,1,6.49,0.00
5059426,1024379,20,1,4.49,0.00
5059427,1024380,3,3,10.49,0.00
5059428,1024380,23,1,3.99,0.00
5059429,1024381,2,2,11.99,0.00
5059430,1024381,34,3,4.49,0.00
5059431,1024382,17,1,12.49,1.87
5059432,1024383,7,1,11.99,0.00
5059433,1024384,4,1,14.99,0.00
5059434,1024384,26,1,2.49,0.00
5059435,1024384,18,1,5.49,0.00
5059436,1024385,5,1,13.49,0.00
5059437,1024385,25,1,6.49,0.00
5059438,1024385,33,1,5.49,0.00
5059439,1024385,18,1,5.49,0.00
5059440,1024385,24,1,3.49,0.00
5059441,1024386,17,2,12.49,0.00
5059442,1024386,34,1,4.49,0.00
5059443,1024387,8,1,12.49,1.87
5059444,1024387,32,1,4.99,0.75
5059445,1024388,8,3,12.49,0.00
5059446,1024389,8,1,12.49,0.00
5059447,1024389,23,2,3.99,0.00
5059448,1024389,33,1,5.49,0.00
5059449,1024390,17,1,12.49,0.00
5059450,1024390,31,1,3.49,0.00
5059451,1024390,27,1,2.49,0.00
5059452,1024391,9,1,13.99,0.00
5059453,1024391,33,1,5.49,0.00
5059454,1024392,17,1,12.49,0.00
5059455,1024392,26,1,2.49,0.00
5059456,1024393,10,1,10.99,0.00
5059457,1024393,27,1,2.49,0.00
5059458,1024394,9,2,13.99,0.00
5059459,1024395,17,2,12.49,0.00
5059460,1024395,26,1,2.49,0.00
5059461,1024396,3,1,10.49,0.00
5059462,1024397,10,2,10.99,3.30
5059463,1024397,35,1,2.99,0.45
5059464,1024397,31,1,3.49,0.52
5059465,1024397,18,1,5.49,0.82
5059466,1024398,1,1,11.49,0.00
5059467,1024398,21,1,3.99,0.00
5059468,1024398,20,1,4.49,0.00
5059469,1024398,30,2,3.29,0.00
5059470,1024399,11,1,13.49,0.00
5059471,1024399,22,1,4.49,0.00
5059472,1024399,26,1,2.49,0.00
5059473,1024400,1,1,11.49,0.00
5059474,1024400,19,1,3.99,0.00
5059475,1024401,6,1,12.99,0.00
5059476,1024401,19,3,3.99,0.00
5059477,1024402,6,1,12.99,0.00
5059478,1024403,17,1,12.49,1.87
5059479,1024404,17,1,12.49,0.00
5059480,1024405,3,1,10.49,0.00
5059481,1024405,26,2,2.49,0.00
5059482,1024405,4,2,14.99,0.00
5059483,1024405,27,1,2.49,0.00
5059484,1024406,17,1,12.49,0.00
5059485,1024406,23,1,3.99,0.00
5059486,1024406,27,1,2.49,0.00
5059487,1024406,34,1,4.49,0.00
5059488,1024406,29,2,3.49,0.00
5059489,1024406,6,1,12.99,0.00
5059490,1024407,11,2,13.49,0.00
5059491,1024408,17,1,12.49,0.00
5059492,1024408,19,3,3.99,0.00
5059493,1024408,25,1,6.49,0.00
5059494,1024408,22,1,4.49,0.00
5059495,1024409,17,2,12.49,0.00
5059496,1024409,29,1,3.49,0.00
5059497,1024409,21,1,3.99,0.00
5059498,1024409,22,1,4.49,0.00
5059499,1024410,17,1,12.49,0.00
5059500,1024411,6,1,12.99,0.00
5059501,1024411,17,1,12.49,0.00
5059502,1024412,5,2,13.49,0.00
5059503,1024412,35,1,2.99,0.00
5059504,1024413,3,1,10.49,0.00
5059505,1024413,20,1,4.49,0.00
5059506,1024413,32,1,4.99,0.00
5059507,1024414,17,1,12.49,0.00
5059508,1024414,20,1,4.49,0.00
5059509,1024415,1,2,11.49,0.00
5059510,1024415,23,1,3.99,0.00
5059511,1024416,16,1,10.49,0.00
5059512,1024416,27,1,2.49,0.00
5059513,1024416,32,1,4.99,0.00
5059514,1024417,14,2,10.49,0.00
5059515,1024418,10,1,10.99,0.00
5059516,1024418,26,1,2.49,0.00
5059517,1024418,18,1,5.49,0.00
5059518,1024419,4,1,14.99,0.00
5059519,1024419,25,1,6.49,0.00
5059520,1024419,34,1,4.49,0.00
5059521,1024420,17,1,12.49,0.00
5059522,1024420,31,2,3.49,0.00
5059523,1024421,17,1,12.49,0.00
5059524,1024421,21,1,3.99,0.00
5059525,1024422,15,2,10.99,0.00
5059526,1024422,34,1,4.49,0.00
5059527,1024422,30,1,3.29,0.00
5059528,1024423,16,2,10.49,0.00
5059529,1024424,17,3,12.49,0.00
5059530,1024425,2,1,11.99,0.00
5059531,1024425,23,1,3.99,0.00
5059532,1024426,16,1,10.49,0.00
5059533,1024426,18,1,5.49,0.00
5059534,1024426,35,1,2.99,0.00
5059535,1024427,8,1,12.49,0.00
5059536,1024428,6,1,12.99,0.00
5059537,1024428,30,1,3.29,0.00
5059538,1024428,18,3,5.49,0.00
5059539,1024428,26,1,2.49,0.00
5059540,1024428,25,1,6.49,0.00
5059541,1024429,7,1,11.99,0.00
5059542,1024429,31,1,3.49,0.00
5059543,1024430,17,1,12.49,0.00
5059544,1024430,24,1,3.49,0.00
5059545,1024431,13,0,9.99,0.00
5059546,1024431,30,1,3.29,0.00
5059547,1024431,20,1,4.49,0.00
5059548,1024432,12,1,18.99,0.00
5059549,1024432,21,1,3.99,0.00
5059550,1024432,32,1,4.99,0.00
5059551,1024433,17,1,12.49,0.00
5059552,1024433,21,1,3.99,0.00
5059553,1024434,10,1,10.99,0.00
5059554,1024434,21,1,3.99,0.00
5059555,1024435,16,1,10.49,0.00
5059556,1024435,28,1,3.49,0.00
5059557,1024436,11,1,13.49,0.00
5059558,1024436,31,1,3.49,0.00
5059559,1024437,10,1,10.99,0.00
5059560,1024437,23,1,3.99,0.00
5059561,1024437,26,1,2.49,0.00
5059562,1024438,10,1,10.99,0.00
5059563,1024438,27,2,2.49,0.00
5059564,1024438,22,1,4.49,0.00
5059565,1024439,17,1,12.49,0.00
5059566,1024439,21,1,3.99,0.00
5059567,1024439,34,1,4.49,0.00
5059568,1024439,18,1,5.49,0.00
5059569,1024439,26,1,2.49,0.00
5059570,1024440,15,2,10.99,0.00
5059571,1024440,20,1,4.49,0.00
5059572,1024440,31,1,3.49,0.00
5059573,1024441,10,1,10.99,0.00
5059574,1024441,27,2,2.49,0.00
5059575,1024441,9,1,13.99,0.00
5059576,1024441,25,1,6.49,0.00
5059577,1024442,2,-1,11.99,0.00
5059578,1024442,34,1,4.49,0.00
5059579,1024442,24,1,3.49,0.00
5059580,1024443,4,1,14.99,0.00
5059581,1024443,27,1,2.49,0.00
5059582,1024443,24,1,3.49,0.00
5059583,1024443,25,1,6.49,0.00
5059584,1024444,1,2,11.49,0.00
5059585,1024444,23,1,3.99,0.00
5059586,1024445,5,3,13.49,0.00
5059587,1024445,34,1,4.49,0.00
5059588,1024446,2,1,11.99,0.00
5059589,1024446,26,1,2.49,0.00
5059590,1024447,6,1,12.99,0.00
5059591,1024447,27,1,2.49,0.00
5059592,1024447,18,1,5.49,0.00
5059593,1024448,5,1,13.49,0.00
5059594,1024449,14,2,10.49,0.00
5059595,1024449,26,1,2.49,0.00
5059596,1024449,19,1,3.99,0.00
5059597,1024450,1,1,11.49,0.00
5059598,1024450,19,1,3.99,0.00
5059599,1024450,30,1,3.29,0.00
5059600,1024451,1,3,11.49,0.00
5059601,1024451,18,1,5.49,0.00
5059602,1024451,32,1,4.99,0.00
5059603,1024451,20,1,4.49,0.00
5059604,1024451,17,1,12.49,0.00
5059605,1024451,22,1,4.49,0.00
5059606,1024452,6,1,12.99,1.95
5059607,1024452,34,1,4.49,0.67
5059608,1024453,11,1,13.49,0.00
5059609,1024453,29,1,3.49,0.00
5059610,1024454,6,1,12.99,0.00
5059611,1024455,16,1,10.49,0.00
5059612,1024456,8,1,12.49,0.00
5059613,1024456,27,2,2.49,0.00
5059614,1024456,28,1,3.49,0.00
5059615,1024457,1,1,11.49,0.00
5059616,1024457,24,1,3.49,0.00
5059617,1024458,2,1,11.99,0.00
5059618,1024458,26,1,2.49,0.00
5059619,1024458,32,1,4.99,0.00
5059620,1024459,9,1,13.99,0.00
5059621,1024459,33,1,5.49,0.00
5059622,1024460,11,1,13.49,0.00
5059623,1024460,20,2,4.49,0.00
5059624,1024460,33,2,5.49,0.00
5059625,1024460,18,1,5.49,0.00
5059626,1024461,6,1,12.99,0.00
5059627,1024461,33,1,5.49,0.00
5059628,1024462,4,1,14.99,0.00
5059629,1024462,18,3,5.49,0.00
5059630,1024462,32,1,4.99,0.00
5059631,1024462,25,1,6.49,0.00
5059632,1024462,5,1,13.49,0.00
5059633,1024463,9,1,13.99,0.00
5059634,1024463,31,2,3.49,0.00
5059635,1024463,28,1,3.49,0.00
5059636,1024463,34,1,4.49,0.00
5059637,1024464,17,1,12.49,0.00
5059638,1024465,13,1,9.99,0.00
5059639,1024466,6,1,12.99,0.00
5059640,1024466,28,1,3.49,0.00
5059641,1024467,17,1,12.49,0.00
5059642,1024467,29,1,3.49,0.00
5059643,1024467,7,1,11.99,0.00
5059644,1024468,17,1,12.49,0.00
5059645,1024469,1,1,11.49,0.00
5059646,1024469,2,1,11.99,0.00
5059647,1024469,21,1,3.99,0.00
5059648,1024470,14,2,10.49,0.00
5059649,1024470,26,1,2.49,0.00
5059650,1024470,2,1,11.99,0.00
5059651,1024470,32,1,4.99,0.00
5059652,1024470,30,1,3.29,0.00
5059653,1024471,3,1,10.49,0.00
5059654,1024472,14,1,10.49,0.00
5059655,1024472,30,1,3.29,0.00
5059656,1024473,6,1,12.99,0.00
5059657,1024474,7,1,11.99,0.00
5059658,1024474,25,1,6.49,0.00
5059659,1024474,21,1,3.99,0.00
5059660,1024474,23,1,3.99,0.00
5059661,1024475,3,1,10.49,0.00
5059662,1024475,27,1,2.49,0.00
5059663,1024476,11,1,13.49,0.00
5059664,1024477,7,1,11.99,0.00
5059665,1024477,26,1,2.49,0.00
5059666,1024477,31,1,3.49,0.00
5059667,1024478,15,1,10.99,1.65
5059668,1024479,1,1,11.49,0.00
5059669,1024479,28,1,3.49,0.00
5059670,1024480,4,1,14.99,0.00
5059671,1024480,35,1,2.99,0.00
5059672,1024480,26,1,2.49,0.00
5059673,1024481,1,1,11.49,0.00
5059674,1024481,32,1,4.99,0.00
5059675,1024482,17,1,12.49,0.00
5059676,1024482,23,1,3.99,0.00
5059677,1024482,26,1,2.49,0.00
5059678,1024483,16,1,10.49,0.00
5059679,1024483,26,1,2.49,0.00
5059680,1024483,8,1,12.49,0.00
5059681,1024484,8,1,12.49,0.00
5059682,1024484,30,1,3.29,0.00
5059683,1024485,6,1,12.99,0.00
5059684,1024486,11,3,13.49,6.07
5059685,1024486,30,4,3.29,1.97
5059686,1024486,33,1,5.49,0.82
5059687,1024486,18,1,5.49,0.82
5059688,1024487,5,1,13.49,0.00
5059689,1024487,20,1,4.49,0.00
5059690,1024487,22,1,4.49,0.00
5059691,1024487,28,1,3.49,0.00
5059692,1024488,3,1,10.49,0.00
5059693,1024488,23,2,3.99,0.00
5059694,1024488,33,1,5.49,0.00
5059695,1024489,5,1,13.49,0.00
5059696,1024489,27,2,2.49,0.00
5059697,1024489,34,1,4.49,0.00
5059698,1024490,17,1,12.49,0.00
5059699,1024490,21,1,3.99,0.00
5059700,1024490,18,1,5.49,0.00
5059701,1024491,7,1,11.99,0.00
5059702,1024492,17,1,12.49,0.00
5059703,1024493,3,1,10.49,0.00
5059704,1024493,19,1,3.99,0.00
5059705,1024494,12,2,18.99,0.00
5059706,1024494,26,1,2.49,0.00
5059707,1024495,15,2,10.99,0.00
5059708,1024496,17,2,12.49,0.00
5059709,1024496,19,1,3.99,0.00
5059710,1024497,16,1,10.49,0.00
5059711,1024497,22,1,4.49,0.00
5059712,1024498,11,1,13.49,0.00
5059713,1024498,20,1,4.49,0.00
5059714,1024498,21,1,3.99,0.00
5059715,1024499,9,1,13.99,0.00
5059716,1024499,26,1,2.49,0.00
5059717,1024500,7,1,11.99,0.00
5059718,1024500,17,1,12.49,0.00
5059719,1024500,26,2,2.49,0.00
5059720,1024501,13,1,9.99,0.00
5059721,1024502,4,2,14.99,0.00
5059722,1024502,19,1,3.99,0.00
5059723,1024502,20,1,4.49,0.00
5059724,1024502,26,1,2.49,0.00
5059725,1024503,1,1,11.49,0.00
5059726,1024503,21,3,3.99,0.00
5059727,1024504,3,1,10.49,1.57
5059728,1024505,3,1,10.49,1.57
5059729,1024505,31,1,3.49,0.52
5059730,1024505,26,1,2.49,0.37
5059731,1024505,7,1,11.99,1.80
5059732,1024506,16,1,10.49,0.00
5059733,1024506,23,1,3.99,0.00
5059734,1024506,25,1,6.49,0.00
5059735,1024507,3,1,10.49,0.00
5059736,1024507,21,1,3.99,0.00
5059737,1024508,1,1,11.49,0.00
5059738,1024508,10,1,10.99,0.00
5059739,1024508,26,2,2.49,0.00
5059740,1024508,20,1,4.49,0.00
5059741,1024508,19,2,3.99,0.00
5059742,1024509,17,1,12.49,0.00
5059743,1024509,31,1,3.49,0.00
5059744,1024510,12,1,18.99,0.00
5059745,1024510,20,1,4.49,0.00
5059746,1024510,1,3,11.49,0.00
5059747,1024510,33,3,5.49,0.00
5059748,1024510,11,1,13.49,0.00
5059749,1024511,5,1,13.49,0.00
5059750,1024511,28,1,3.49,0.00
5059751,1024512,9,1,13.99,0.00
5059752,1024512,26,3,2.49,0.00
5059753,1024512,35,1,2.99,0.00
5059754,1024513,10,1,10.99,0.00
5059755,1024513,19,3,3.99,0.00
5059756,1024513,20,1,4.49,0.00
5059757,1024514,17,1,12.49,0.00
5059758,1024514,23,2,3.99,0.00
5059759,1024514,26,1,2.49,0.00
5059760,1024515,6,1,12.99,0.00
5059761,1024515,19,1,3.99,0.00
5059762,1024516,1,1,11.49,0.00
5059763,1024516,27,1,2.49,0.00
5059764,1024516,19,1,3.99,0.00
5059765,1024516,21,3,3.99,0.00
5059766,1024517,17,1,12.49,0.00
5059767,1024517,22,1,4.49,0.00
5059768,1024518,3,1,10.49,0.00
5059769,1024518,34,1,4.49,0.00
5059770,1024519,17,1,12.49,0.00
5059771,1024519,21,1,3.99,0.00
5059772,1024520,3,1,10.49,0.00
5059773,1024520,29,1,3.49,0.00
5059774,1024520,24,1,3.49,0.00
5059775,1024520,22,1,4.49,0.00
5059776,1024520,26,1,2.49,0.00
5059777,1024521,9,1,13.99,0.00
5059778,1024521,17,1,12.49,0.00
5059779,1024521,27,1,2.49,0.00
5059780,1024521,22,1,4.49,0.00
5059781,1024522,17,1,12.49,0.00
5059782,1024522,20,1,4.49,0.00
5059783,1024522,32,1,4.99,0.00
5059784,1024523,2,1,11.99,0.00
5059785,1024523,30,1,3.29,0.00
5059786,1024523,28,1,3.49,0.00
5059787,1024523,21,2,3.99,0.00
5059788,1024524,14,1,10.49,0.00
5059789,1024524,31,2,3.49,0.00
5059790,1024525,3,1,10.49,0.00
5059791,1024525,24,1,3.49,0.00
5059792,1024525,28,1,3.49,0.00
5059793,1024525,7,1,11.99,0.00
5059794,1024526,17,0,12.49,1.87
5059795,1024526,20,1,4.49,0.67
5059796,1024527,14,1,10.49,0.00
5059797,1024528,17,1,12.49,0.00
5059798,1024528,19,1,3.99,0.00
5059799,1024529,1,2,11.49,0.00
5059800,1024530,9,1,13.99,2.10
5059801,1024531,17,1,12.49,0.00
5059802,1024531,26,1,2.49,0.00
5059803,1024532,7,1,11.99,0.00
5059804,1024532,26,1,2.49,0.00
5059805,1024533,7,1,11.99,0.00
5059806,1024534,13,1,9.99,0.00
5059807,1024534,19,1,3.99,0.00
5059808,1024534,21,1,3.99,0.00
5059809,1024535,17,1,12.49,0.00
5059810,1024535,31,1,3.49,0.00
5059811,1024535,23,1,3.99,0.00
5059812,1024535,21,1,3.99,0.00
5059813,1024536,17,1,12.49,0.00
5059814,1024536,29,1,3.49,0.00
5059815,1024537,9,2,13.99,0.00
5059816,1024537,24,1,3.49,0.00
5059817,1024538,17,1,12.49,0.00
5059818,1024538,27,1,2.49,0.00
5059819,1024538,21,1,3.99,0.00
5059820,1024539,16,1,10.49,0.00
5059821,1024539,27,1,2.49,0.00
5059822,1024539,33,1,5.49,0.00
5059823,1024540,5,1,13.49,0.00
5059824,1024540,27,1,2.49,0.00
5059825,1024540,6,3,12.99,0.00
5059826,1024541,17,1,12.49,0.00
5059827,1024541,18,1,5.49,0.00
5059828,1024541,20,1,4.49,0.00
5059829,1024541,28,2,3.49,0.00
5059830,1024542,7,3,11.99,5.40
5059831,1024542,25,1,6.49,0.97
5059832,1024543,7,1,11.99,0.00
5059833,1024543,27,1,2.49,0.00
5059834,1024544,7,1,11.99,0.00
5059835,1024545,6,1,12.99,0.00
5059836,1024545,18,1,5.49,0.00
5059837,1024546,4,1,14.99,0.00
5059838,1024546,22,1,4.49,0.00
5059839,1024546,21,1,3.99,0.00
5059840,1024547,8,1,12.49,0.00
5059841,1024548,9,1,13.99,0.00
5059842,1024548,25,2,6.49,0.00
5059843,1024549,7,1,11.99,0.00
5059844,1024550,3,1,10.49,0.00
5059845,1024550,25,1,6.49,0.00
5059846,1024550,17,1,12.49,0.00
5059847,1024551,16,1,10.49,0.00
5059848,1024551,27,1,2.49,0.00
5059849,1024552,10,1,10.99,0.00
5059850,1024552,26,1,2.49,0.00
5059851,1024552,20,2,4.49,0.00
5059852,1024552,30,3,3.29,0.00
5059853,1024553,16,1,10.49,0.00
5059854,1024554,9,3,13.99,0.00
5059855,1024554,22,2,4.49,0.00
5059856,1024555,4,1,14.99,2.25
5059857,1024556,1,1,11.49,0.00
5059858,1024556,26,1,2.49,0.00
5059859,1024556,19,2,3.99,0.00
5059860,1024556,32,1,4.99,0.00
5059861,1024557,7,1,11.99,0.00
5059862,1024557,29,1,3.49,0.00
5059863,1024558,17,1,12.49,0.00
5059864,1024558,18,1,5.49,0.00
5059865,1024558,21,1,3.99,0.00
5059866,1024558,27,1,2.49,0.00
5059867,1024559,8,1,12.49,0.00
5059868,1024559,26,1,2.49,0.00
5059869,1024560,9,1,13.99,0.00
5059870,1024560,30,1,3.29,0.00
5059871,1024561,8,1,12.49,0.00
5059872,1024561,32,1,4.99,0.00
5059873,1024561,26,1,2.49,0.00
5059874,1024561,9,1,13.99,0.00
5059875,1024561,25,1,6.49,0.00
5059876,1024562,12,3,18.99,0.00
5059877,1024562,19,2,3.99,0.00
5059878,1024562,31,1,3.49,0.00
5059879,1024562,18,1,5.49,0.00
5059880,1024562,29,1,3.49,0.00
5059881,1024563,17,1,12.49,0.00
5059882,1024563,26,1,2.49,0.00
5059883,1024564,11,2,13.49,0.00
5059884,1024565,6,1,12.99,0.00
5059885,1024565,1,1,11.49,0.00
5059886,1024566,9,1,13.99,2.10
5059887,1024567,3,1,10.49,0.00
5059888,1024567,18,1,5.49,0.00
5059889,1024568,15,1,10.99,0.00
5059890,1024569,17,3,12.49,0.00
5059891,1024570,4,1,14.99,0.00
5059892,1024570,18,1,5.49,0.00
5059893,1024570,20,1,4.49,0.00
5059894,1024571,17,1,12.49,0.00
5059895,1024572,8,1,12.49,0.00
5059896,1024572,29,1,3.49,0.00
5059897,1024573,6,1,12.99,0.00
5059898,1024573,22,1,4.49,0.00
5059899,1024574,13,1,9.99,0.00
5059900,1024574,6,2,12.99,0.00
5059901,1024575,1,2,11.49,0.00
5059902,1024576,17,1,12.49,0.00
5059903,1024576,19,-1,3.99,0.00
5059904,1024576,26,1,2.49,0.00
5059905,1024577,15,1,10.99,0.00
5059906,1024577,29,1,3.49,0.00
5059907,1024577,26,1,2.49,0.00
5059908,1024578,16,1,10.49,0.00
5059909,1024578,27,1,2.49,0.00
5059910,1024578,19,2,3.99,0.00
5059911,1024579,14,2,10.49,0.00
5059912,1024579,24,1,3.49,0.00
5059913,1024580,9,2,13.99,0.00
5059914,1024580,18,2,5.49,0.00
5059915,1024581,6,1,12.99,0.00
5059916,1024581,19,2,3.99,0.00
5059917,1024582,13,1,9.99,0.00
5059918,1024582,33,1,5.49,0.00
5059919,1024582,20,1,4.49,0.00
5059920,1024583,1,3,11.49,5.17
5059921,1024583,23,1,3.99,0.60
5059922,1024583,27,1,2.49,0.37
5059923,1024584,8,1,12.49,0.00
5059924,1024584,23,1,3.99,0.00
5059925,1024585,14,1,10.49,0.00
5059926,1024585,19,2,3.99,0.00
5059927,1024585,25,1,6.49,0.00
5059928,1024586,6,1,12.99,0.00
5059929,1024586,23,1,3.99,0.00
5059930,1024587,17,1,12.49,0.00
5059931,1024587,25,0,6.49,0.00
5059932,1024587,32,1,4.99,0.00
5059933,1024588,3,1,10.49,0.00
5059934,1024588,30,1,3.29,0.00
5059935,1024589,1,2,11.49,0.00
5059936,1024589,20,2,4.49,0.00
5059937,1024589,21,1,3.99,0.00
5059938,1024590,10,1,10.99,0.00
5059939,1024590,24,2,3.49,0.00
5059940,1024590,25,1,6.49,0.00
5059941,1024591,2,1,11.99,0.00
5059942,1024591,27,1,2.49,0.00
5059943,1024592,6,1,12.99,0.00
5059944,1024592,27,1,2.49,0.00
5059945,1024592,9,1,13.99,0.00
5059946,1024593,17,3,12.49,0.00
5059947,1024593,26,1,2.49,0.00
5059948,1024593,21,1,3.99,0.00
5059949,1024594,9,1,13.99,0.00
5059950,1024594,26,1,2.49,0.00
5059951,1024594,33,1,5.49,0.00
5059952,1024595,3,1,10.49,0.00
5059953,1024595,25,2,6.49,0.00
5059954,1024595,34,1,4.49,0.00
5059955,1024595,29,1,3.49,0.00
5059956,1024596,17,1,12.49,0.00
5059957,1024597,9,1,13.99,0.00
5059958,1024597,19,1,3.99,0.00
5059959,1024597,31,1,3.49,0.00
5059960,1024598,11,1,13.49,0.00
5059961,1024598,3,1,10.49,0.00
5059962,1024599,1,1,11.49,0.00
5059963,1024599,17,1,12.49,0.00
5059964,1024599,30,1,3.29,0.00
5059965,1024599,35,1,2.99,0.00
5059966,1024599,20,1,4.49,0.00
5059967,1024599,21,1,3.99,0.00
5059968,1024600,13,1,9.99,0.00
5059969,1024601,2,1,11.99,0.00
5059970,1024601,20,1,4.49,0.00
5059971,1024602,11,1,13.49,0.00
5059972,1024602,26,2,2.49,0.00
5059973,1024602,18,1,5.49,0.00
5059974,1024603,17,1,12.49,0.00
5059975,1024603,35,2,2.99,0.00
5059976,1024604,14,1,10.49,1.57
5059977,1024605,3,2,10.49,3.15
5059978,1024605,28,1,3.49,0.52
5059979,1024605,26,2,2.49,0.75
5059980,1024606,2,1,11.99,0.00
5059981,1024606,22,1,4.49,0.00
5059982,1024607,15,2,10.99,3.30
5059983,1024608,17,-2,12.49,0.00
5059984,1024608,19,1,3.99,0.00
5059985,1024609,15,1,10.99,0.00
5059986,1024610,7,1,11.99,0.00
5059987,1024610,25,1,6.49,0.00
