order_id,location_id,customer_id,order_ts,channel,promo_code,payment_type,order_status
1013655,6,1651,2026-04-01 10:30:45,drive_thru,,credit_card,completed
1013656,14,2391,2026-04-01 10:31:03,delivery,,credit_card,completed
1013657,4,2262,2026-04-01 10:58:08,drive_thru,,credit_card,completed
1013658,14,,2026-04-01 11:00:05,drive_thru,,apple_pay,completed
1013659,11,940,2026-04-01 11:15:11,dine_in,,credit_card,completed
1013660,7,2068,2026-04-01 11:29:58,dine_in,,apple_pay,completed
1013661,8,,2026-04-01 11:31:46,takeout,,credit_card,completed
1013662,2,2239,2026-04-01 11:39:18,takeout,,gift_card,completed
1013663,13,,2026-04-01 11:48:11,dine_in,,credit_card,completed
1013664,12,265,2026-04-01 11:50:52,dine_in,,debit_card,completed
1013665,13,44,2026-04-01 11:55:12,takeout,,cash,completed
1013666,8,52,2026-04-01 11:59:32,delivery,,credit_card,completed
1013667,20,,2026-04-01 12:00:07,takeout,,credit_card,completed
1013668,7,,2026-04-01 12:03:58,delivery,,apple_pay,completed
1013669,4,2402,2026-04-01 12:06:39,drive_thru,,credit_card,completed
1013670,4,2104,2026-04-01 12:07:21,delivery,,apple_pay,completed
1013671,10,628,2026-04-01 12:09:30,dine_in,,cash,completed
1013672,11,,2026-04-01 12:14:14,takeout,,debit_card,cancelled
1013673,8,,2026-04-01 12:14:26,dine_in,,credit_card,completed
1013674,7,,2026-04-01 12:15:10,delivery,,credit_card,completed
1013675,15,,2026-04-01 12:16:24,drive_thru,,credit_card,completed
1013676,19,,2026-04-01 12:17:28,delivery,,apple_pay,completed
1013677,4,,2026-04-01 12:20:00,drive_thru,,credit_card,completed
1013678,6,456,2026-04-01 12:20:11,dine_in,,credit_card,completed
1013679,19,,2026-04-01 12:20:48,dine_in,,credit_card,completed
1013680,13,1972,2026-04-01 12:21:00,takeout,,apple_pay,completed
1013681,7,,2026-04-01 12:21:57,dine_in,,debit_card,completed
1013682,17,,2026-04-01 12:23:55,dine_in,,credit_card,completed
1013683,8,2000,2026-04-01 12:25:42,dine_in,,cash,completed
1013684,15,,2026-04-01 12:27:19,dine_in,,apple_pay,completed
1013685,15,1152,2026-04-01 12:28:30,drive_thru,,cash,completed
1013686,6,164,2026-04-01 12:33:40,dine_in,,credit_card,completed
1013687,15,337,2026-04-01 12:34:47,dine_in,,credit_card,completed
1013688,6,2066,2026-04-01 12:35:52,drive_thru,,apple_pay,completed
1013689,12,373,2026-04-01 12:36:28,takeout,,credit_card,completed
1013690,7,,2026-04-01 12:37:59,dine_in,,credit_card,completed
1013691,18,,2026-04-01 12:38:02,drive_thru,,credit_card,cancelled
1013692,12,,2026-04-01 12:38:47,dine_in,,cash,completed
1013693,2,,2026-04-01 12:50:08,takeout,,credit_card,completed
1013694,9,,2026-04-01 12:50:11,dine_in,,apple_pay,completed
1013695,1,746,2026-04-01 12:50:36,takeout,,debit_card,completed
1013696,16,,2026-04-01 12:51:19,delivery,,credit_card,completed
1013697,19,206,2026-04-01 12:54:45,delivery,,debit_card,completed
1013698,17,,2026-04-01 12:57:15,dine_in,,gift_card,completed
1013699,12,1780,2026-04-01 12:57:17,takeout,,cash,completed
1013700,3,,2026-04-01 13:01:17,takeout,,credit_card,completed
1013701,10,1454,2026-04-01 13:03:56,takeout,,cash,completed
1013702,11,,2026-04-01 13:05:25,takeout,,cash,completed
1013703,4,747,2026-04-01 13:05:49,takeout,,cash,completed
1013704,17,1389,2026-04-01 13:09:30,dine_in,,apple_pay,completed
1013705,16,,2026-04-01 13:11:22,delivery,,credit_card,completed
1013706,6,1384,2026-04-01 13:22:41,delivery,,apple_pay,cancelled
1013707,3,898,2026-04-01 13:25:56,takeout,,gift_card,completed
1013708,5,1077,2026-04-01 13:26:14,drive_thru,,cash,completed
1013709,17,501,2026-04-01 13:31:21,takeout,,cash,completed
1013710,16,475,2026-04-01 13:36:02,dine_in,,cash,completed
1013711,1,,2026-04-01 13:40:00,dine_in,,gift_card,completed
1013712,13,,2026-04-01 13:40:02,dine_in,,credit_card,completed
1013713,17,,2026-04-01 13:41:54,dine_in,,credit_card,completed
1013714,7,1865,2026-04-01 13:46:13,takeout,,credit_card,completed
1013715,12,1704,2026-04-01 14:27:53,delivery,,credit_card,cancelled
1013716,16,60,2026-04-01 14:36:12,takeout,,cash,completed
1013717,2,1356,2026-04-01 15:13:02,delivery,,credit_card,completed
1013718,8,958,2026-04-01 15:18:05,takeout,,debit_card,completed
1013719,5,1871,2026-04-01 16:14:17,dine_in,,gift_card,completed
1013720,10,,2026-04-01 16:28:15,dine_in,,credit_card,completed
1013721,2,,2026-04-01 16:51:42,delivery,,credit_card,completed
1013722,12,2252,2026-04-01 17:05:49,dine_in,,credit_card,completed
1013723,14,,2026-04-01 17:10:11,delivery,,apple_pay,completed
1013724,3,,2026-04-01 17:12:21,delivery,,credit_card,completed
1013725,15,,2026-04-01 17:32:13,delivery,,credit_card,completed
1013726,7,2466,2026-04-01 17:45:37,takeout,,apple_pay,completed
1013727,9,,2026-04-01 17:50:56,,,credit_card,completed
1013728,9,1381,2026-04-01 17:51:22,drive_thru,,credit_card,completed
1013729,8,719,2026-04-01 17:54:06,takeout,,cash,cancelled
1013730,17,,2026-04-01 17:57:23,takeout,,apple_pay,completed
1013731,15,1156,2026-04-01 18:07:18,delivery,,credit_card,completed
1013732,2,282,2026-04-01 18:08:28,takeout,,credit_card,completed
1013733,5,1905,2026-04-01 18:12:13,drive_thru,,gift_card,completed
1013734,6,680,2026-04-01 18:12:36,drive_thru,,cash,cancelled
1013735,16,647,2026-04-01 18:12:50,takeout,,cash,completed
1013736,2,,2026-04-01 18:14:41,dine_in,,credit_card,completed
1013737,1,404,2026-04-01 18:14:43,takeout,,apple_pay,completed
1013738,6,456,2026-04-01 18:16:03,drive_thru,,debit_card,completed
1013739,11,,2026-04-01 18:19:08,dine_in,,credit_card,completed
1013740,3,1531,2026-04-01 18:24:26,dine_in,,cash,completed
1013741,17,2176,2026-04-01 18:27:42,delivery,,apple_pay,completed
1013742,14,2453,2026-04-01 18:28:34,drive_thru,,debit_card,completed
1013743,14,815,2026-04-01 18:36:09,drive_thru,,apple_pay,completed
1013744,3,599,2026-04-01 18:39:10,takeout,,debit_card,completed
1013745,7,107,2026-04-01 18:41:44,dine_in,,credit_card,completed
1013746,18,1001,2026-04-01 18:44:30,drive_thru,,apple_pay,cancelled
1013747,19,,2026-04-01 18:46:11,drive_thru,,debit_card,completed
1013748,13,,2026-04-01 18:46:24,dine_in,,apple_pay,completed
1013749,19,,2026-04-01 18:49:48,drive_thru,,debit_card,completed
1013750,6,1664,2026-04-01 18:50:03,dine_in,,apple_pay,completed
1013751,19,,2026-04-01 18:50:40,delivery,,apple_pay,completed
1013752,1,130,2026-04-01 18:52:10,delivery,,credit_card,completed
1013753,10,,2026-04-01 18:53:41,dine_in,,cash,completed
1013754,1,2276,2026-04-01 18:54:42,dine_in,,credit_card,completed
1013755,14,2277,2026-04-01 18:56:32,drive_thru,,credit_card,completed
1013756,14,,2026-04-01 19:01:00,drive_thru,,debit_card,completed
1013757,5,1709,2026-04-01 19:03:48,dine_in,,credit_card,completed
1013758,1,,2026-04-01 19:05:44,dine_in,,credit_card,completed
1013759,4,,2026-04-01 19:09:13,dine_in,,cash,completed
1013760,3,525,2026-04-01 19:10:04,dine_in,,gift_card,completed
1013761,5,1527,2026-04-01 19:10:18,dine_in,,gift_card,completed
1013762,14,2391,2026-04-01 19:10:54,drive_thru,,cash,completed
1013763,12,807,2026-04-01 19:12:17,delivery,,credit_card,completed
1013764,5,,2026-04-01 19:13:21,takeout,,credit_card,completed
1013765,5,1871,2026-04-01 19:17:47,takeout,,debit_card,completed
1013766,6,,2026-04-01 19:19:03,dine_in,,apple_pay,completed
1013767,2,,2026-04-01 19:24:33,dine_in,,credit_card,completed
1013768,9,,2026-04-01 19:25:17,dine_in,,debit_card,completed
1013769,4,1165,2026-04-01 19:27:30,drive_thru,,credit_card,completed
1013770,1,,2026-04-01 19:35:50,takeout,,credit_card,completed
1013771,11,1447,2026-04-01 19:36:34,drive_thru,,debit_card,completed
1013772,12,413,2026-04-01 19:37:11,dine_in,,debit_card,completed
1013773,19,213,2026-04-01 19:41:30,dine_in,,cash,completed
1013774,17,,2026-04-01 19:43:15,delivery,,credit_card,completed
1013775,3,,2026-04-01 19:46:30,delivery,,credit_card,completed
1013776,12,1326,2026-04-01 19:50:48,takeout,,cash,completed
1013777,19,,2026-04-01 19:50:57,,,credit_card,completed
1013778,5,1791,2026-04-01 19:56:32,delivery,,apple_pay,completed
1013779,12,1598,2026-04-01 20:02:05,delivery,,credit_card,completed
1013780,4,1524,2026-04-01 20:04:57,drive_thru,,debit_card,completed
1013781,16,,2026-04-01 20:05:06,dine_in,,cash,completed
1013782,18,350,2026-04-01 20:05:35,dine_in,,credit_card,completed
1013783,5,,2026-04-01 20:07:33,dine_in,,credit_card,completed
1013784,19,,2026-04-01 20:27:00,dine_in,,credit_card,completed
1013785,8,667,2026-04-01 20:37:37,dine_in,,cash,completed
1013786,16,,2026-04-01 20:37:46,takeout,,debit_card,completed
1013787,12,331,2026-04-01 21:31:45,delivery,,apple_pay,completed
1013788,11,,2026-04-02 10:50:40,delivery,,credit_card,completed
1013789,9,,2026-04-02 11:03:07,drive_thru,,credit_card,completed
1013790,6,1006,2026-04-02 11:13:16,delivery,,credit_card,completed
1013791,11,949,2026-04-02 11:21:58,drive_thru,,credit_card,completed
1013792,13,,2026-04-02 11:25:34,delivery,,credit_card,completed
1013793,3,616,2026-04-02 11:26:46,dine_in,,credit_card,completed
1013794,7,1962,2026-04-02 11:33:11,dine_in,,debit_card,completed
1013795,19,1411,2026-04-02 11:34:57,drive_thru,,apple_pay,completed
1013796,12,,2026-04-02 11:44:14,takeout,,debit_card,completed
1013797,7,1126,2026-04-02 11:52:11,dine_in,,credit_card,completed
1013798,10,1402,2026-04-02 11:54:28,dine_in,,credit_card,completed
1013799,10,190,2026-04-02 11:56:46,drive_thru,,debit_card,completed
1013800,2,2222,2026-04-02 11:59:21,takeout,,apple_pay,completed
1013801,19,1352,2026-04-02 11:59:33,takeout,,credit_card,completed
1013802,1,883,2026-04-02 12:00:11,delivery,,credit_card,completed
1013803,14,,2026-04-02 12:02:49,delivery,,credit_card,completed
1013804,4,696,2026-04-02 12:03:35,dine_in,,credit_card,refunded
1013805,3,,2026-04-02 12:10:20,delivery,,credit_card,completed
1013806,12,,2026-04-02 12:11:50,dine_in,,cash,completed
1013807,14,,2026-04-02 12:15:30,takeout,,credit_card,completed
1013808,18,1001,2026-04-02 12:15:32,drive_thru,,apple_pay,completed
1013809,8,200,2026-04-02 12:17:43,,,credit_card,completed
1013810,7,969,2026-04-02 12:22:05,dine_in,,credit_card,completed
1013811,9,,2026-04-02 12:25:05,dine_in,,debit_card,completed
1013812,1,,2026-04-02 12:25:31,takeout,,debit_card,completed
1013813,19,1411,2026-04-02 12:26:55,drive_thru,,debit_card,completed
1013814,16,,2026-04-02 12:27:20,dine_in,,credit_card,completed
1013815,1,,2026-04-02 12:27:28,takeout,,cash,refunded
1013816,11,,2026-04-02 12:29:07,drive_thru,,apple_pay,completed
1013817,20,,2026-04-02 12:30:05,delivery,,credit_card,completed
1013818,10,884,2026-04-02 12:32:33,dine_in,,debit_card,completed
1013819,7,1907,2026-04-02 12:33:28,dine_in,,debit_card,completed
1013820,8,1305,2026-04-02 12:35:11,dine_in,,debit_card,completed
1013821,1,2486,2026-04-02 12:36:22,takeout,,credit_card,completed
1013822,17,885,2026-04-02 12:37:43,delivery,,debit_card,completed
1013823,2,1938,2026-04-02 12:40:59,delivery,,credit_card,completed
1013824,7,,2026-04-02 12:42:13,dine_in,,debit_card,completed
1013825,14,,2026-04-02 12:42:30,delivery,,credit_card,completed
1013826,13,584,2026-04-02 12:44:09,dine_in,,credit_card,completed
1013827,3,,2026-04-02 12:45:16,takeout,,debit_card,completed
1013828,2,,2026-04-02 12:47:32,dine_in,,apple_pay,completed
1013829,3,,2026-04-02 12:50:18,dine_in,,credit_card,refunded
1013830,13,,2026-04-02 12:54:28,takeout,,credit_card,completed
1013831,14,1108,2026-04-02 12:56:37,dine_in,,debit_card,completed
1013832,16,60,2026-04-02 12:58:20,dine_in,,credit_card,completed
1013833,3,,2026-04-02 12:58:47,dine_in,,debit_card,completed
1013834,4,2015,2026-04-02 12:59:32,delivery,,gift_card,completed
1013835,14,1614,2026-04-02 12:59:46,drive_thru,,apple_pay,completed
1013836,3,184,2026-04-02 13:02:54,dine_in,,credit_card,completed
1013837,4,,2026-04-02 13:03:01,dine_in,,apple_pay,completed
1013838,15,,2026-04-02 13:04:21,delivery,,apple_pay,completed
1013839,7,967,2026-04-02 13:04:54,delivery,,credit_card,completed
1013840,9,,2026-04-02 13:10:44,drive_thru,,credit_card,completed
1013841,5,951,2026-04-02 13:11:33,delivery,,apple_pay,cancelled
1013842,7,1276,2026-04-02 13:11:43,dine_in,,credit_card,completed
1013843,1,883,2026-04-02 13:12:13,dine_in,,credit_card,completed
1013844,16,962,2026-04-02 13:15:49,delivery,,credit_card,completed
1013845,10,302,2026-04-02 13:17:29,delivery,,debit_card,cancelled
1013846,1,403,2026-04-02 13:17:42,takeout,,credit_card,completed
1013847,18,2147,2026-04-02 13:19:48,drive_thru,,credit_card,completed
1013848,13,,2026-04-02 13:20:09,delivery,,gift_card,completed
1013849,2,317,2026-04-02 13:21:05,takeout,,credit_card,completed
1013850,14,,2026-04-02 13:27:34,delivery,,credit_card,completed
1013851,12,860,2026-04-02 14:01:33,dine_in,,debit_card,completed
1013852,13,,2026-04-02 14:13:48,dine_in,,credit_card,completed
1013853,10,,2026-04-02 14:18:02,dine_in,,credit_card,completed
1013854,12,1432,2026-04-02 14:31:53,dine_in,,credit_card,completed
1013855,5,808,2026-04-02 14:35:05,delivery,,credit_card,completed
1013856,10,1208,2026-04-02 14:39:01,delivery,,debit_card,completed
1013857,3,17,2026-04-02 14:49:43,dine_in,,credit_card,completed
1013858,14,,2026-04-02 15:18:25,takeout,,debit_card,completed
1013859,13,473,2026-04-02 15:32:03,dine_in,,cash,completed
1013860,11,,2026-04-02 15:37:59,takeout,,credit_card,completed
1013861,17,1221,2026-04-02 16:51:02,dine_in,,cash,completed
1013862,12,334,2026-04-02 17:07:09,takeout,,cash,completed
1013863,1,,2026-04-02 17:10:00,dine_in,,debit_card,completed
1013864,19,341,2026-04-02 17:15:36,dine_in,,credit_card,completed
1013865,6,685,2026-04-02 17:28:38,dine_in,,debit_card,completed
1013866,10,,2026-04-02 17:32:29,delivery,,credit_card,completed
1013867,4,,2026-04-02 17:37:02,delivery,,credit_card,completed
1013868,13,,2026-04-02 17:50:54,dine_in,,debit_card,completed
1013869,10,1468,2026-04-02 18:02:02,drive_thru,,cash,completed
1013870,4,1743,2026-04-02 18:03:09,drive_thru,,credit_card,completed
1013871,12,1308,2026-04-02 18:14:02,delivery,,credit_card,completed
1013872,15,,2026-04-02 18:16:50,takeout,,credit_card,completed
1013873,10,,2026-04-02 18:16:59,dine_in,,credit_card,completed
1013874,5,,2026-04-02 18:31:12,delivery,,credit_card,completed
1013875,6,1153,2026-04-02 18:33:28,takeout,,debit_card,completed
1013876,19,1498,2026-04-02 18:33:55,takeout,,cash,completed
1013877,20,1102,2026-04-02 18:34:35,delivery,,credit_card,completed
1013878,13,,2026-04-02 18:34:38,delivery,,credit_card,completed
1013879,11,,2026-04-02 18:35:47,,,cash,completed
1013880,3,,2026-04-02 18:39:15,dine_in,,cash,cancelled
1013881,2,1515,2026-04-02 18:40:42,dine_in,,debit_card,completed
1013882,18,,2026-04-02 18:41:36,dine_in,,cash,completed
1013883,11,1660,2026-04-02 18:41:42,delivery,,debit_card,cancelled
1013884,17,,2026-04-02 18:44:36,dine_in,,credit_card,completed
1013885,11,2350,2026-04-02 18:47:31,delivery,,credit_card,completed
1013886,8,513,2026-04-02 18:48:21,takeout,,debit_card,completed
1013887,4,1896,2026-04-02 18:49:53,delivery,,apple_pay,completed
1013888,7,969,2026-04-02 18:50:37,dine_in,,credit_card,completed
1013889,10,964,2026-04-02 18:53:56,delivery,,debit_card,completed
1013890,6,,2026-04-02 18:57:55,delivery,,credit_card,completed
1013891,9,,2026-04-02 19:03:49,delivery,,credit_card,completed
1013892,10,2480,2026-04-02 19:05:08,dine_in,,credit_card,completed
1013893,11,1239,2026-04-02 19:11:08,drive_thru,,debit_card,completed
1013894,6,497,2026-04-02 19:11:17,delivery,,credit_card,completed
1013895,11,522,2026-04-02 19:14:25,delivery,,credit_card,completed
1013896,17,,2026-04-02 19:14:29,delivery,,credit_card,completed
1013897,14,2453,2026-04-02 19:16:43,delivery,,credit_card,completed
1013898,1,1706,2026-04-02 19:17:41,dine_in,,credit_card,completed
1013899,2,1938,2026-04-02 19:20:00,takeout,,debit_card,completed
1013900,17,2120,2026-04-02 19:20:14,delivery,,credit_card,completed
1013901,17,,2026-04-02 19:20:19,delivery,,debit_card,completed
1013902,18,2216,2026-04-02 19:21:46,dine_in,,apple_pay,refunded
1013903,8,268,2026-04-02 19:23:56,dine_in,,debit_card,completed
1013904,2,541,2026-04-02 19:23:57,dine_in,,debit_card,completed
1013905,2,1133,2026-04-02 19:25:51,takeout,,cash,completed
1013906,20,1615,2026-04-02 19:27:53,delivery,,credit_card,completed
1013907,5,,2026-04-02 19:29:56,takeout,,cash,cancelled
1013908,2,,2026-04-02 19:30:20,dine_in,,apple_pay,completed
1013909,19,1147,2026-04-02 19:31:28,dine_in,,cash,completed
1013910,7,,2026-04-02 19:34:59,delivery,,gift_card,completed
1013911,1,,2026-04-02 19:35:31,delivery,,debit_card,completed
1013912,13,1877,2026-04-02 19:37:02,dine_in,,cash,completed
1013913,9,1973,2026-04-02 19:50:47,drive_thru,,cash,completed
1013914,14,2360,2026-04-02 19:51:13,dine_in,,cash,completed
1013915,7,568,2026-04-02 19:56:32,dine_in,,debit_card,completed
1013916,8,640,2026-04-02 20:00:42,takeout,,credit_card,completed
1013917,4,1524,2026-04-02 20:02:19,drive_thru,,cash,completed
1013918,16,647,2026-04-02 20:02:52,dine_in,,credit_card,completed
1013919,18,,2026-04-02 20:13:43,dine_in,,credit_card,completed
1013920,16,1078,2026-04-02 20:16:35,dine_in,,credit_card,completed
1013921,14,1108,2026-04-02 20:19:35,dine_in,,credit_card,completed
1013922,8,,2026-04-02 20:20:44,dine_in,,debit_card,completed
1013923,14,1614,2026-04-02 20:22:27,dine_in,,cash,completed
1013924,6,247,2026-04-02 20:31:37,dine_in,,credit_card,completed
1013925,10,,2026-04-02 20:32:16,dine_in,,apple_pay,completed
1013926,7,,2026-04-02 20:52:19,dine_in,,cash,completed
1013927,19,301,2026-04-02 21:09:18,dine_in,,debit_card,completed
1013928,9,37,2026-04-02 21:12:27,delivery,,credit_card,completed
1013929,2,274,2026-04-02 21:35:58,dine_in,,apple_pay,completed
1013930,14,584,2026-04-03 10:32:21,takeout,,debit_card,completed
1013931,1,2132,2026-04-03 10:36:57,dine_in,,debit_card,completed
1013932,6,1632,2026-04-03 10:43:19,takeout,,credit_card,completed
1013933,8,,2026-04-03 10:49:33,dine_in,,credit_card,completed
1013934,11,1849,2026-04-03 10:50:55,delivery,,credit_card,completed
1013935,1,,2026-04-03 10:56:08,dine_in,CRAWFRI,credit_card,completed
1013936,8,,2026-04-03 11:00:29,dine_in,,credit_card,completed
1013937,14,313,2026-04-03 11:06:10,dine_in,,credit_card,completed
1013938,17,,2026-04-03 11:13:01,dine_in,,credit_card,completed
1013939,5,,2026-04-03 11:20:10,delivery,CRAWFRI,credit_card,completed
1013940,16,2400,2026-04-03 11:20:41,takeout,,credit_card,completed
1013941,8,228,2026-04-03 11:21:55,dine_in,,credit_card,completed
1013942,4,210,2026-04-03 11:27:31,takeout,,credit_card,completed
1013943,13,2409,2026-04-03 11:29:14,takeout,,credit_card,completed
1013944,1,,2026-04-03 11:30:14,delivery,,credit_card,completed
1013945,20,,2026-04-03 11:30:32,delivery,CRAWFRI,credit_card,completed
1013946,16,,2026-04-03 11:31:34,delivery,,credit_card,completed
1013947,2,1351,2026-04-03 11:33:27,delivery,,credit_card,completed
1013948,6,533,2026-04-03 11:36:35,takeout,,credit_card,completed
1013949,6,2097,2026-04-03 11:38:11,dine_in,,cash,completed
1013950,5,2354,2026-04-03 11:46:34,dine_in,CRAWFRI,cash,completed
1013951,6,803,2026-04-03 11:48:06,dine_in,,credit_card,completed
1013952,1,,2026-04-03 11:48:32,delivery,CRAWFRI,apple_pay,completed
1013953,7,1901,2026-04-03 11:50:35,dine_in,,credit_card,completed
1013954,19,1966,2026-04-03 11:51:40,dine_in,,credit_card,completed
1013955,12,678,2026-04-03 11:51:49,dine_in,,cash,completed
1013956,17,543,2026-04-03 11:55:15,takeout,,cash,completed
1013957,2,319,2026-04-03 11:56:24,dine_in,,credit_card,completed
1013958,16,325,2026-04-03 11:58:06,takeout,,credit_card,completed
1013959,5,2333,2026-04-03 12:02:09,drive_thru,,credit_card,completed
1013960,7,1019,2026-04-03 12:03:14,delivery,,apple_pay,completed
1013961,1,,2026-04-03 12:05:12,takeout,,credit_card,completed
1013962,17,908,2026-04-03 12:06:50,delivery,,credit_card,completed
1013963,20,2392,2026-04-03 12:08:28,takeout,,credit_card,completed
1013964,19,657,2026-04-03 12:09:13,drive_thru,,credit_card,completed
1013965,3,2002,2026-04-03 12:12:14,takeout,,credit_card,completed
1013966,19,,2026-04-03 12:14:09,drive_thru,,cash,completed
1013967,4,,2026-04-03 12:14:10,drive_thru,CRAWFRI,debit_card,completed
1013968,12,1751,2026-04-03 12:14:26,delivery,,credit_card,completed
1013969,14,446,2026-04-03 12:16:04,dine_in,,cash,completed
1013970,5,1556,2026-04-03 12:20:22,takeout,,credit_card,completed
1013971,10,561,2026-04-03 12:21:20,takeout,,credit_card,completed
1013972,16,1474,2026-04-03 12:21:40,takeout,,apple_pay,completed
1013973,4,1385,2026-04-03 12:22:07,dine_in,,apple_pay,completed
1013974,14,529,2026-04-03 12:23:07,takeout,,credit_card,completed
1013975,3,,2026-04-03 12:25:49,delivery,CRAWFRI,gift_card,completed
1013976,14,1108,2026-04-03 12:26:55,takeout,,apple_pay,completed
1013977,11,1567,2026-04-03 12:27:33,drive_thru,,apple_pay,completed
1013978,7,,2026-04-03 12:27:49,takeout,,cash,completed
1013979,5,933,2026-04-03 12:28:24,dine_in,CRAWFRI,cash,completed
1013980,3,,2026-04-03 12:29:04,dine_in,,credit_card,refunded
1013981,3,1737,2026-04-03 12:29:13,delivery,,debit_card,completed
1013982,19,,2026-04-03 12:31:10,dine_in,,credit_card,completed
1013983,19,1739,2026-04-03 12:31:17,drive_thru,,cash,completed
1013984,1,,2026-04-03 12:32:07,delivery,CRAWFRI,credit_card,completed
1013985,1,,2026-04-03 12:34:13,takeout,,credit_card,completed
1013986,11,2036,2026-04-03 12:35:08,drive_thru,,cash,completed
1013987,18,2147,2026-04-03 12:35:55,dine_in,,credit_card,completed
1013988,5,1556,2026-04-03 12:37:25,dine_in,,debit_card,completed
1013989,14,446,2026-04-03 12:38:27,dine_in,,debit_card,completed
1013990,20,2392,2026-04-03 12:42:38,dine_in,,credit_card,completed
1013991,1,,2026-04-03 12:43:35,delivery,,debit_card,completed
1013992,11,,2026-04-03 12:44:37,dine_in,,gift_card,completed
1013993,19,,2026-04-03 12:44:40,delivery,,credit_card,completed
1013994,17,2447,2026-04-03 12:44:49,takeout,,debit_card,completed
1013995,19,,2026-04-03 12:45:25,delivery,,credit_card,completed
1013996,11,,2026-04-03 12:45:36,drive_thru,,credit_card,completed
